workgroup,product,servicetype,seriousness2,activity,resource,supportsection,servicelevel,responsiblesection,lifecycle:transition,timestamp,customer,case
Value 1,Value 11,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-16 08:22:54+00:00,Value 74,Case 2982
Value 1,Value 11,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-12-21 15:22:35+00:00,Value 74,Case 2982
Value 1,Value 11,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-12-21 15:22:35+00:00,Value 74,Case 2982
Value 1,Value 11,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-18 08:30:24+00:00,Value 74,Case 2982
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-22 15:02:26+00:00,Value 116,Case 2988
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-06-25 12:44:06+00:00,Value 116,Case 2988
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-06-25 12:44:07+00:00,Value 116,Case 2988
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-07-10 12:44:24+00:00,Value 116,Case 2988
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2011-07-12 16:20:06+00:00,Value 143,Case 2994
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 10,Value 1,Value 3,Value 1,complete,2011-07-12 21:57:12+00:00,Value 143,Case 2994
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-09-02 16:00:44+00:00,Value 143,Case 2994
Value 1,Value 1,Value 1,Value 4,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2012-05-08 07:05:05+00:00,Value 62,Case 3007
Value 1,Value 1,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-05-08 07:20:30+00:00,Value 62,Case 3007
Value 1,Value 1,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-05-08 07:20:30+00:00,Value 62,Case 3007
Value 1,Value 1,Value 1,Value 4,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-06-08 07:10:45+00:00,Value 62,Case 3007
Value 1,Value 1,Value 1,Value 4,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-10-27 07:44:43+00:00,Value 60,Case 3014
Value 1,Value 1,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-27 08:12:15+00:00,Value 60,Case 3014
Value 1,Value 1,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-27 08:12:16+00:00,Value 60,Case 3014
Value 1,Value 1,Value 1,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-01 08:51:01+00:00,Value 60,Case 3014
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-23 07:33:20+00:00,Value 1,Case 3024
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-23 07:35:00+00:00,Value 1,Case 3024
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-05 07:41:02+00:00,Value 1,Case 3024
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-27 14:09:16+00:00,Value 18,Case 3026
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-11-02 15:21:41+00:00,Value 18,Case 3026
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-29 15:10:21+00:00,Value 18,Case 3026
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-04-12 07:47:58+00:00,Value 43,Case 3046
Value 1,Value 1,Value 1,Value 2,Wait,Value 1,Value 1,Value 2,Value 1,complete,2013-04-12 09:54:51+00:00,Value 43,Case 3046
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-05-03 08:01:55+00:00,Value 43,Case 3046
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-18 08:02:12+00:00,Value 43,Case 3046
Value 1,Value 5,Value 1,Value 1,Assign seriousness,Value 18,Value 1,Value 3,Value 1,complete,2013-11-13 13:31:11+00:00,Value 127,Case 3077
Value 1,Value 5,Value 1,Value 1,Require upgrade,Value 2,Value 1,Value 3,Value 1,complete,2013-11-21 11:21:04+00:00,Value 127,Case 3077
Value 1,Value 5,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2013-11-29 16:04:46+00:00,Value 127,Case 3077
Value 1,Value 5,Value 1,Value 1,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-12-14 16:05:05+00:00,Value 127,Case 3077
Value 1,Value 11,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-01-20 11:08:05+00:00,Value 74,Case 3097
Value 1,Value 11,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-24 16:01:34+00:00,Value 74,Case 3097
Value 1,Value 11,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-08 11:10:27+00:00,Value 74,Case 3097
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-20 16:54:40+00:00,Value 88,Case 3108
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-12-20 16:59:59+00:00,Value 88,Case 3108
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-20 17:01:08+00:00,Value 88,Case 3108
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 12,Value 1,Value 2,Value 1,complete,2011-08-01 10:31:31+00:00,Value 22,Case 3137
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 12,Value 1,Value 2,Value 1,complete,2011-08-10 13:50:33+00:00,Value 22,Case 3137
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 12,Value 1,Value 2,Value 1,complete,2011-08-10 13:50:35+00:00,Value 22,Case 3137
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-12 14:30:16+00:00,Value 22,Case 3137
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-01 10:40:38+00:00,Value 22,Case 3137
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-13 14:00:17+00:00,Value 8,Case 3162
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-10-17 08:37:19+00:00,Value 8,Case 3162
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-26 15:10:34+00:00,Value 8,Case 3162
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2012-01-19 16:52:03+00:00,Value 184,Case 3165
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-01-19 16:52:37+00:00,Value 184,Case 3165
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-02-25 17:00:19+00:00,Value 184,Case 3165
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-04-17 08:44:54+00:00,Value 300,Case 3178
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-04-17 09:37:54+00:00,Value 300,Case 3178
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-02 08:50:25+00:00,Value 300,Case 3178
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-10-10 07:19:03+00:00,Value 73,Case 3207
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-10-10 15:26:26+00:00,Value 73,Case 3207
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-10-10 15:26:54+00:00,Value 73,Case 3207
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-11-16 08:28:30+00:00,Value 73,Case 3207
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-06 15:48:44+00:00,Value 64,Case 3226
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 14,Value 1,Value 2,Value 1,complete,2013-05-22 09:48:53+00:00,Value 64,Case 3226
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-06-06 09:49:11+00:00,Value 64,Case 3226
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 14,Value 1,Value 3,Value 1,complete,2013-06-21 10:10:09+00:00,Value 54,Case 3239
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2013-07-29 08:26:17+00:00,Value 54,Case 3239
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-08-13 08:26:31+00:00,Value 54,Case 3239
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-06-13 12:58:51+00:00,Value 155,Case 3242
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-06-13 15:18:03+00:00,Value 155,Case 3242
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-07-14 13:00:33+00:00,Value 155,Case 3242
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2012-01-19 16:22:25+00:00,Value 253,Case 3258
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-01-19 16:22:42+00:00,Value 253,Case 3258
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-21 16:30:30+00:00,Value 253,Case 3258
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-23 08:34:55+00:00,Value 267,Case 3293
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-01-24 11:25:45+00:00,Value 267,Case 3293
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-01-24 11:25:46+00:00,Value 267,Case 3293
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-23 08:40:45+00:00,Value 267,Case 3293
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-10 11:33:53+00:00,Value 22,Case 3297
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-01-16 08:41:47+00:00,Value 22,Case 3297
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-16 08:42:08+00:00,Value 22,Case 3297
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-10 11:40:23+00:00,Value 22,Case 3297
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 3,Value 1,complete,2013-04-17 14:05:14+00:00,Value 13,Case 3338
Value 1,Value 1,Value 1,Value 1,Require upgrade,Value 1,Value 1,Value 3,Value 1,complete,2013-04-24 08:38:05+00:00,Value 13,Case 3338
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2013-05-31 13:28:03+00:00,Value 13,Case 3338
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-06-15 13:28:24+00:00,Value 13,Case 3338
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-10 07:54:48+00:00,Value 17,Case 3347
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-10-10 15:14:10+00:00,Value 17,Case 3347
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-10-10 15:27:12+00:00,Value 17,Case 3347
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-25 09:00:41+00:00,Value 17,Case 3347
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-05-30 13:30:00+00:00,Value 8,Case 3364
Value 2,Value 3,Value 2,Value 2,Wait,Value 6,Value 1,Value 2,Value 1,complete,2012-05-31 07:13:54+00:00,Value 8,Case 3364
Value 2,Value 3,Value 2,Value 2,Wait,Value 6,Value 1,Value 2,Value 1,complete,2012-05-31 07:13:55+00:00,Value 8,Case 3364
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-05-31 07:58:47+00:00,Value 8,Case 3364
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-07-14 08:00:31+00:00,Value 8,Case 3364
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-12-21 13:53:06+00:00,Value 120,Case 341
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-12-22 15:56:27+00:00,Value 120,Case 341
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-05 14:00:26+00:00,Value 120,Case 341
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-08-02 15:12:42+00:00,Value 178,Case 3416
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-08-10 14:45:36+00:00,Value 178,Case 3416
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-09 14:46:02+00:00,Value 178,Case 3416
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2013-02-25 08:48:42+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Create SW anomaly,Value 2,Value 1,Value 2,Value 1,complete,2013-03-25 11:06:24+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Create SW anomaly,Value 2,Value 1,Value 2,Value 1,complete,2013-03-25 11:06:25+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Resolve SW anomaly,Value 22,Value 1,Value 2,Value 1,complete,2013-04-03 14:53:30+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Resolve SW anomaly,Value 22,Value 1,Value 2,Value 1,complete,2013-04-03 14:53:33+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Require upgrade,Value 2,Value 1,Value 2,Value 1,complete,2013-04-03 14:58:01+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-04-08 15:38:33+00:00,Value 22,Case 3444
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-04-23 15:38:49+00:00,Value 22,Case 3444
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-02-07 16:01:46+00:00,Value 224,Case 3458
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-02-07 16:02:54+00:00,Value 224,Case 3458
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-09 16:10:17+00:00,Value 224,Case 3458
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-06-17 14:57:04+00:00,Value 63,Case 346
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2013-06-21 07:38:32+00:00,Value 63,Case 346
Value 1,Value 1,Value 1,Value 1,Wait,Value 14,Value 1,Value 2,Value 1,complete,2013-06-25 09:17:36+00:00,Value 63,Case 346
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-07-25 09:02:37+00:00,Value 63,Case 346
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-08-09 09:02:49+00:00,Value 63,Case 346
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 12,Value 1,Value 3,Value 1,complete,2011-08-01 08:02:40+00:00,Value 73,Case 347
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-08-19 09:29:29+00:00,Value 73,Case 347
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-08-19 09:29:29+00:00,Value 73,Case 347
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-09-03 09:29:53+00:00,Value 73,Case 347
Value 1,Value 7,Value 1,Value 4,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2011-12-20 17:04:31+00:00,Value 116,Case 3478
Value 1,Value 7,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2011-12-21 14:13:43+00:00,Value 116,Case 3478
Value 1,Value 7,Value 1,Value 4,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2011-12-21 14:13:43+00:00,Value 116,Case 3478
Value 1,Value 7,Value 1,Value 4,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-01-20 17:00:33+00:00,Value 116,Case 3478
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2012-05-07 14:59:09+00:00,Value 252,Case 3480
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-05-07 15:23:01+00:00,Value 252,Case 3480
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-06-28 15:00:28+00:00,Value 252,Case 3480
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2011-12-12 15:15:44+00:00,Value 73,Case 3484
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-12-12 15:16:05+00:00,Value 73,Case 3484
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-01-18 15:21:00+00:00,Value 73,Case 3484
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-20 10:38:24+00:00,Value 231,Case 3487
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-20 14:26:28+00:00,Value 231,Case 3487
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-03 11:40:31+00:00,Value 231,Case 3487
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-03-21 10:34:02+00:00,Value 88,Case 3491
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-03-21 10:50:13+00:00,Value 88,Case 3491
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-04-21 09:40:41+00:00,Value 88,Case 3491
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-01-18 08:15:30+00:00,Value 30,Case 35
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2012-01-18 09:46:37+00:00,Value 30,Case 35
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-03-10 08:20:43+00:00,Value 30,Case 35
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-17 08:53:07+00:00,Value 227,Case 3502
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-24 08:33:51+00:00,Value 227,Case 3502
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-24 08:33:52+00:00,Value 227,Case 3502
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-30 10:02:33+00:00,Value 227,Case 3502
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-08 06:56:21+00:00,Value 27,Case 3519
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-06-08 07:05:45+00:00,Value 27,Case 3519
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-05 16:00:44+00:00,Value 27,Case 3519
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-05-08 10:48:14+00:00,Value 74,Case 352
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-05-08 10:48:50+00:00,Value 74,Case 352
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-05-08 10:48:51+00:00,Value 74,Case 352
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-08 10:50:42+00:00,Value 74,Case 352
Value 1,Value 3,Value 2,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-08-03 15:10:21+00:00,Value 151,Case 354
Value 1,Value 3,Value 2,Value 1,Wait,Value 9,Value 1,Value 2,Value 1,complete,2011-08-03 15:11:53+00:00,Value 151,Case 354
Value 1,Value 3,Value 2,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-04 13:52:59+00:00,Value 151,Case 354
Value 1,Value 3,Value 2,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-04 13:53:04+00:00,Value 151,Case 354
Value 1,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-06 14:00:12+00:00,Value 151,Case 354
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 3,Value 1,complete,2011-08-30 14:49:10+00:00,Value 30,Case 3540
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 15,Value 1,Value 3,Value 1,complete,2011-08-30 15:58:44+00:00,Value 30,Case 3540
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-10-22 14:50:25+00:00,Value 30,Case 3540
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-04-12 10:47:51+00:00,Value 239,Case 3573
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-04-12 10:50:29+00:00,Value 239,Case 3573
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-05-30 10:50:16+00:00,Value 239,Case 3573
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-08-02 12:53:16+00:00,Value 97,Case 3617
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-08-02 13:34:54+00:00,Value 97,Case 3617
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-17 13:00:30+00:00,Value 97,Case 3617
Value 2,Value 3,Value 2,Value 4,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-16 10:05:21+00:00,Value 151,Case 3620
Value 2,Value 3,Value 2,Value 4,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-07-16 14:28:09+00:00,Value 151,Case 3620
Value 2,Value 3,Value 2,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-02 10:11:28+00:00,Value 151,Case 3620
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-01-30 11:28:04+00:00,Value 51,Case 3622
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-01-30 11:34:55+00:00,Value 51,Case 3622
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-01 11:30:32+00:00,Value 51,Case 3622
Value 1,Value 4,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-19 08:21:54+00:00,Value 155,Case 3623
Value 1,Value 4,Value 1,Value 2,Resolve ticket,Value 10,Value 1,Value 2,Value 1,complete,2011-12-29 09:59:21+00:00,Value 155,Case 3623
Value 1,Value 4,Value 1,Value 2,Resolve ticket,Value 10,Value 1,Value 2,Value 1,complete,2011-12-29 09:59:22+00:00,Value 155,Case 3623
Value 1,Value 4,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-01 08:30:21+00:00,Value 155,Case 3623
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-07-03 10:48:07+00:00,Value 22,Case 367
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2013-07-16 16:10:51+00:00,Value 22,Case 367
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2013-07-16 16:10:51+00:00,Value 22,Case 367
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-07-29 07:35:51+00:00,Value 22,Case 367
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-08-13 07:36:10+00:00,Value 22,Case 367
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-23 11:35:19+00:00,Value 9,Case 3677
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-12-23 11:35:48+00:00,Value 9,Case 3677
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-05 11:40:27+00:00,Value 9,Case 3677
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 3,Value 1,complete,2011-08-22 09:40:17+00:00,Value 5,Case 3694
